FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.499,tf_footway,Footway (alongside road),Gwyn-Ban-P0060,Bangor:Gwyn-Ban-P0060 - Menai Bridge - Upper Bangor,,"MULTILINESTRING ((255823.04086734206 371273.8725390497, 255820.37086806085 371281.3825370178, 255846.90386091988 371293.73853367707, 255854.9018587672 371299.54753210035, 255861.0438571142 371301.8265314821, 255861.03985711542 371301.87153147085, 255866.83885555458 371305.2055305712, 255880.94985175645 371309.2055294897, 255883.94985094908 371311.0385289916, 255963.50282953787 371366.9255138594, 255966.2178288072 371369.0035132953, 255970.613827624 371371.8695125211, 256011.27881667914 371401.424504519, 256025.056812971 371413.6465012114, 256090.16579544696 371470.5334858094, 256097.94379335357 371478.53348364116, 256139.9167820569 371530.64346953126, 256158.80077697439 371553.7824632651, 256162.82977589013 371558.4764619956, 256165.98177504173 371563.3564606738, 256192.3117679548 371588.88945375633, 256207.4717638745 371603.2514498703, 256213.43976226813 371609.2714482418, 256219.9727605096 371613.0924472061, 256256.40975070233 371644.47643870837, 256277.42074504675 371660.9654342426, 256367.58272077737 371707.5094216456, 256406.41371032462 371721.33941790083, 256415.4567078905 371726.1274166067, 256417.31770738953 371728.5204159583, 256417.7667072687 371734.6904142867, 256421.97270613632 371731.84541505895, 256425.56270517013 371730.51541542064, 256499.89968515915 371759.6384075392, 256528.75667739115 371770.5434045855, 256581.0196633221 371791.5543989002, 256589.39666106697 371795.51039783144, 256634.21164900291 371816.7873920698, 256646.18064578078 371822.90439041494, 256649.39764491472 371825.0943898229, 256652.03164420582 371827.9583890481, 256655.48964327492 371831.0163882187, 256659.74464212958 371836.0703868496, 256663.20264119885 371842.4533851235, 256667.05864016086 371848.1713835743, 256669.3856395345 371851.06338278716, 256671.71263890818 371854.42138188245, 256673.44163844272 371856.01738144766, 256676.36763765494 371857.8793809473, 256679.55863679602 371858.94238065917, 256682.6656359595 371859.34638055, 256687.670634612 371859.14238060144, 256691.39463360957 371858.0793808915, 256696.97963210585 371857.28138110874, 256704.69263002934 371858.87638067646, 256710.54362845427 371861.80237988505, 256731.0226229414 371875.1003762865, 256746.45661878638 371883.3503740506, 256783.6256087806 371913.6113658569, 256844.22659246647 371956.0493543711, 256938.73156702434 372016.3823380335, 257040.4915396285 372084.71231953986, 257095.01652494955 372134.13830615504, 257198.23649715952 372201.73928785435, 257250.5754830682 372246.08627584734, 257274.74247656154 372262.8012713222, 257295.09947108064 372276.6172675799, 257382.32344759532 372304.96925990965, 257417.94243800503 372329.6822532203, 257456.4714276305 372342.7682496782))"
activetravel_routesection_approvedroutes.503,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((257430.52143459572 371625.45644397516, 257427.478435415 371623.3404445487, 257426.1434357744 371615.6094466463, 257425.3614359845 371603.0994500302, 257429.4094348936 371579.61345639295, 257432.3484341021 371573.8704579493, 257435.2704333152 371568.1614594975, 257442.41443139105 371557.9744622584, 257451.5424289329 371550.0374644063, 257459.68742673963 371541.21946679906, 257493.4844176375 371506.497476207, 257496.03941694956 371504.87147664675, 257500.03941587236 371500.8714777304, 257507.0394139873 371492.87147990015, 257500.03941587204 371488.8714809841, 257482.03942071836 371473.8714850398, 257473.03942314183 371465.8714872108, 257458.80542697432 371455.4254900393, 257447.0394301424 371456.87148964335, 257410.0394401054 371447.87149207783, 257388.03944602917 371442.8714934306, 257375.03944952966 371441.8714936997, 257356.39745454933 371441.87149369915, 257356.0394546457 371441.8714936989, 257349.0394565307 371442.8714934266, 257336.03946003123 371444.87149288505, 257326.0394627239 371444.87149288063, 257288.03947295574 371438.8714945029, 257281.03947484054 371436.8714950413, 257243.03948507202 371425.87149801874, 257234.03948749497 371413.87150126894, 257230.0394885718 371406.87150316447, 257228.03948911026 371399.87150506035, 257230.03948857158 371397.87150560366, 257232.0394880331 371391.87150723045, 257233.03948776363 371386.87150858436, 257234.03948749413 371379.8715104806, 257234.0394874939 371375.8715115678, 257232.0394880322 371369.8715131893, 257230.03948857056 371363.87151481234, 257227.0394893782 371358.8715161675, 257205.0394953012 371335.8715223957, 257199.03949691658 371327.87152456364, 257196.039497724 371322.87152591674, 257195.1834979546 371319.87652672996, 257194.0394982624 371315.8715278141, 257189.0394996082 371295.87153323233, 257188.18349983823 371287.48453550064, 257184.03950095273 371246.8715465035, 257183.60150107072 371244.05954726314, 257182.03950149126 371240.8715481284, 257177.03950283708 371233.871550022, 257162.03950687512 371211.8715559783, 257176.03950310548 371202.8715584182, 257193.0394985278 371190.871561669, 257204.6524954007 371182.07656405587))"
activetravel_routesection_approvedroutes.504,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((257204.7207033643 371182.02841163846, 257207.7901620797 371179.79102095356))"
activetravel_routesection_approvedroutes.505,tf_shared,Shared use footpath/cycle track (alongside road),Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((257207.825494546 371179.673564708, 257202.3424960223 371172.4235666698, 257205.28549522953 371157.418570734, 257201.1714963368 371145.351574001, 257188.81249966362 371115.9295819697, 257186.36150032363 371111.26558323274, 257184.6895007734 371106.072584639, 257167.91950528775 371070.4725942802, 257159.68250750526 371061.05559683044, 257150.2665100406 371062.23559651186, 257144.0905117035 371062.23559651064, 257139.5235129332 371060.4585969919, 257134.95451416328 371057.6825977435, 257129.967515506 371054.8775985037, 257125.55551669368 371043.70060153026, 257125.2975167629 371039.5996026401, 257125.39751673583 371033.2296043686, 257126.1415165353 371028.6946055934, 257132.02851495007 371019.2776081456, 257142.61451209965 371015.1586092602, 257139.67351289102 371002.189612776, 257131.94051497264 370988.706616423, 257127.53951615747 370986.94261690346))"
activetravel_routesection_approvedroutes.506,tf_segregated_away,Segregated footpath/cycle track (away from road),Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((257131.94051497264 370988.706616423, 257127.53951615747 370986.94261690346, 257119.5395183118 370991.19261575304, 257113.53951992744 370992.9426152815, 257105.53952208153 370996.69261426403, 257099.78952362976 370998.19261385436, 257095.78952470678 370997.4426140583, 257089.28952645665 370993.4426151397, 257082.78952820672 370988.6926164247, 257075.03953029317 370980.1926187284, 257067.78953224487 370972.6926207598, 257059.03953460054 370961.69262373494, 257055.53953554272 370957.9426247513, 257049.7895370909 370957.19262495515, 257037.53954038836 370933.94263125025, 257027.28954314775 370920.19263497344, 257023.03954429174 370909.6926378187, 257020.35254501496 370904.1416393203, 257014.2395466611 370905.2756390148, 257009.99954780258 370901.0686401542, 256995.0305518325 370895.31864170934, 256968.4615589846 370850.2106539238, 256966.0395596366 370842.8716559119))"
activetravel_routesection_approvedroutes.507,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256966.0395596366 370842.8716559119, 256964.03956017506 370841.8716561847, 256962.03956071346 370839.8716567267, 256960.03956125194 370837.8716572669, 256942.03956609685 370793.8716691854, 256935.03956798106 370775.87167405663, 256930.0395693271 370770.87167541287, 256927.0395701347 370767.8716762265, 256924.03957094226 370761.8716778516, 256907.79457531509 370732.7656857315, 256900.03957740273 370718.8716894953, 256891.03957982513 370701.87169409636, 256870.03958547817 370670.8717024944))"
activetravel_routesection_approvedroutes.508,tf_segregated_away,Segregated footpath/cycle track (away from road),Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256870.03958547817 370670.8717024944, 256860.8965879399 370672.7527019825, 256854.84858956822 370676.12370107113, 256832.7405955209 370689.8046973605, 256825.20559754965 370690.3996972, 256816.77859981838 370690.39969719935, 256809.3436018202 370689.011697576, 256802.15160375618 370682.86369923607, 256773.77261139578 370654.48170692346, 256763.98261403138 370650.7137079428, 256758.70861545118 370648.68370849505, 256750.03961778514 370648.1657086318))"
activetravel_routesection_approvedroutes.509,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256750.03961778514 370648.1657086318, 256735.03962182245 370612.8717181917, 256722.0396253218 370588.871724693, 256714.03962747505 370572.87172902277, 256706.03962962845 370562.87173172995, 256678.03963716555 370524.8717420231, 256666.03964039573 370509.8717460834, 256656.03964308766 370499.8717487904, 256634.03964900968 370479.8717542064, 256614.03965439353 370462.87175880955, 256608.0396560088 370454.87176097516))"
activetravel_routesection_approvedroutes.510,ped_cycle_zone,Pedestrian and cycle zone,Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256608.0396560088 370454.87176097516, 256607.03965627766 370442.8717642268, 256608.9716557572 370429.2317679251, 256609.03965573874 370427.8717682933, 256613.03965466164 370415.8717715426, 256620.03965277676 370406.8717739786, 256632.03964954568 370393.87177749886, 256645.53264591284 370380.94078100746))"
activetravel_routesection_approvedroutes.511,tf_shared,Shared use footpath/cycle track (alongside road),Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256645.53264591284 370380.94078100746, 256635.97764848504 370375.5797824576, 256633.6606491085 370363.412785753, 256591.95666033446 370318.22579798836, 256567.62566688444 370307.2198009679, 256547.35067234247 370300.27180284756, 256535.1896756162 370295.642804102, 256520.12567967162 370296.21280394256, 256514.9506810645 370287.34280634875, 256508.78568272386 370273.6678100521, 256499.27568528362 370264.35881257104, 256502.74668434882 370249.29381665395, 256496.19868611122 370237.6088198185, 256477.8126910605 370220.3048245009, 256429.32470411228 370173.25883724017, 256375.31171865086 370114.9118530383, 256363.72672176946 370111.4328539835, 256357.93072332966 370111.4328539812, 256350.67172528376 370105.4448556022, 256346.3487264473 370098.69185743295, 256349.82772551037 370088.8438600987, 256326.07373190418 370059.88286794396, 256304.64473767186 370036.12887437316, 256290.15874157104 370023.3828778221, 256275.1027456237 370010.0668814332, 256269.30674718381 370005.42788268684))"
activetravel_routesection_approvedroutes.512,tf_shared,Shared use footpath/cycle track (alongside road),Gwyn-Ban-C0010,Bangor:Gwyn-Ban-C0010 - Rail Station - Caernarfon Road,,"MULTILINESTRING ((256269.30674718381 370005.42788268684, 256262.76274894507 369995.6588853329, 256258.7167500341 369993.637885878, 256255.83275081046 369990.48388673505, 256253.2187515138 369984.5358883421, 256250.19475232766 369976.46689052845, 256222.3837598138 369965.45989350654, 256203.27176495834 369957.3518957006, 256182.41977057105 369944.60589915275, 256165.0397752491 369933.0189022883, 256154.815778001 369923.5449048565, 256150.47577916886 369919.8249058606, 256097.62779339365 369874.6059181079, 256061.4818031222 369840.31592738896, 256045.47980742913 369826.00393126725, 256028.1748120868 369812.30493497394, 256002.93981887898 369793.1079401723, 255975.9918261322 369776.1649447616, 255977.7318256636 369771.321946071, 255979.41682520986 369766.11594747804, 255979.95782506422 369764.4029479438, 255975.6768262164 369761.9699486018, 255980.3828249497 369757.3589498532, 255952.58083243217 369726.7779581318, 255921.9918406649 369701.2849650354, 255908.459844307 369688.62896846345))"
activetravel_routesection_approvedroutes.513,tf_footway,Footway (alongside road),Pow-Yst-P0030,Ystradgynlais :Pow-Yst-P0030 - Maecynog Estate to Ystradgynlais Town Centre  via footpath link,,"MULTILINESTRING ((278785.73642751505 210100.3438147193, 278791.34210485005 210050.27432750643, 278793.2863220468 210044.90895301307, 278802.92103574396 210039.0626449242, 278810.99301601056 210042.11816145072, 278816.5540963384 210039.3248268566, 278816.714858595 210033.7069907987, 278835.1104457557 210022.62646087236, 278870.2251043178 210004.64255886496, 278923.9053146481 209976.4609049562, 278946.2612965831 209957.6029209707, 278959.68120851397 209949.00636178383, 278966.7212012422 209944.10622230323, 278981.6250638663 209935.62171252875, 278984.70532526367 209934.36564063095))"
activetravel_routesection_approvedroutes.515,no_footway,Road without footway,Pow-Yst-P0030,Ystradgynlais :Pow-Yst-P0030 - Maecynog Estate to Ystradgynlais Town Centre  via footpath link,,"MULTILINESTRING ((278720.1971849357 210182.78263745492, 278776.475530619 210115.4926912136, 278776.60463295405 210112.26538264425))"
activetravel_routesection_approvedroutes.516,tf_foot,Footpath (away from road),Pow-Yst-P0030,Ystradgynlais :Pow-Yst-P0030 - Maecynog Estate to Ystradgynlais Town Centre  via footpath link,,"MULTILINESTRING ((278785.70861792914 210101.71415891394, 278776.3068324436 210112.19874812278))"
activetravel_routesection_approvedroutes.517,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0020,Bangor:Gwyn-Ban-C0020 - Rail Station - College (via Convent Lane) - Schools - NCN5,,"MULTILINESTRING ((257544.73140384376 371692.99242569524, 257553.03940160671 371697.87142437405, 257547.14040319572 371711.8874205779, 257544.03940403083 371720.87141814275, 257542.03940456983 371729.8714157048, 257540.03940510878 371740.87141272385, 257539.0014053885 371749.8714102905, 257537.21640586964 371765.3414060951, 257534.27240666238 371765.49940605526, 257530.2884077352 371765.1014061595, 257525.30840907618 371764.1054064311, 257517.73841111467 371762.7104068081, 257505.78741433276 371759.9224075612, 257497.2214166393 371757.93040809996, 257493.03841776573 371757.13340831705, 257487.8594191602 371755.938408639, 257482.08242071574 371754.1454091243, 257475.50942248557 371750.16141020186, 257474.80842267425 371749.8714102811, 257469.7324240411 371747.77141085046, 257465.350425221 371744.9824116061, 257460.968426401 371744.3844117649, 257458.776426991 371745.3804114965, 257455.40942789795 371749.8714102791, 257446.82543020992 371761.31640717894, 257443.83743101452 371765.1014061511, 257440.65043187267 371766.8934056681, 257435.47143326746 371769.28440501785, 257432.0844341795 371770.6784046417, 257428.49943514483 371771.2764044781, 257425.5114359496 371773.2684039378, 257414.75443884602 371778.24840258784, 257405.39244136732 371783.42740118597, 257397.22544356642 371786.6144003191, 257391.05044522896 371788.20739988785, 257387.2654462486 371790.19939934864, 257383.2814473213 371792.7893986456, 257379.29844839385 371794.38239821454, 257373.52144994965 371796.37439767644, 257367.744451505 371797.96839723916, 257362.36645295325 371798.9643969714, 257358.38245402594 371798.5663970791))"
activetravel_routesection_approvedroutes.520,or_cycle_nonseg,"Cycle route (on road, not segregated)",Gwyn-Ban-C0020,Bangor:Gwyn-Ban-C0020 - Rail Station - College (via Convent Lane) - Schools - NCN5,,"MULTILINESTRING ((257198.03949720113 371829.8713885834, 257175.03950339367 371815.87139237556, 257107.7395215131 371782.1154015078, 257056.03953543247 371752.8714094293, 257051.40353668047 371749.87141023786, 257039.03954000922 371741.87141240604, 257032.03954189373 371735.87141402764, 257017.0395459321 371721.87141782313, 257011.03954754732 371717.8714189048, 257004.23054938036 371713.13142018433, 256984.03955481615 371697.8714243185, 256964.03956020047 371681.8714286508, 256930.0395693536 371649.0244375433, 256905.03957608368 371624.8714440844, 256885.03958146786 371606.87144895823, 256848.0395914288 371578.87145653804, 256822.03959842792 371558.87146195193, 256805.03960300444 371544.87146574364, 256765.03961377253 371513.8714741339, 256750.0396178107 371501.51847748196, 256748.03961834902 371499.87147792423, 256702.03963073212 371463.87148767523, 256683.0396358468 371449.87149146356, 256744.0396194221 371372.8715123281, 256750.03961780638 371366.30051410774, 256765.0396137676 371349.8715185583, 256769.0396126907 371345.87151964364, 256750.03961780522 371324.23252550315, 256697.03963207224 371263.8715418499, 256687.0396347643 371255.8715440178, 256669.0396396098 371245.87154671777, 256659.03964230197 371241.87154780404, 256651.03964445568 371239.87154834706, 256645.0396460709 371238.8715486134, 256604.0396571087 371232.8715502351, 256584.03966249255 371229.87155104417, 256530.0396770297 371219.8715537498, 256500.03968510564 371213.87155537045, 256461.0396956044 371205.8715575361, 256427.7557045644 371199.91955914337, 256427.49270463534 371199.8715591576))"
